name,state,stars,category
Rouen Thai,FL,4.0,Thai
Vin Hoa,IL,4.5,Chinese
V Fine Thai,AZ,2.5,Thai
Dan Dan,PA,4.0,Chinese
China Moon,MO,3.5,Chinese
Panda Express,LA,3.5,Chinese
Yunique Noodle House,PA,3.0,Korean
Noodle & Pie,LA,3.5,Japanese
Vietnam Express,PA,4.0,Vietnamese
New China,FL,3.5,Chinese
Baan Thai,PA,4.0,Thai
Canton Express,IN,2.5,Chinese
New China,FL,2.0,Chinese
Bing Bing,MO,4.0,Chinese
Kobe Steak House Of Japan,MO,3.5,Japanese
SanSai Japanese Grill Downtown,MO,3.5,Japanese
Dosa Hut Indian Grill Express Location,TN,2.5,Indian
Kampo Garden,DE,3.0,Chinese
Ajun Cajun,LA,4.5,Japanese
Hong Kong Inn,IN,4.0,Chinese
Panda King,LA,3.5,Chinese
Orchid Thai & Sushi,TN,4.0,Thai
Kimchi Time,AZ,4.0,Korean
Panda Garden,PA,3.5,Chinese
Super Wok,MO,3.5,Chinese
Canto House,PA,4.0,Chinese
Hunan & Peking Garden,MO,3.0,Chinese
China Gourmet,PA,4.0,Chinese
Sushiwa,PA,4.0,Japanese
Pho Bistreaux,LA,4.5,Vietnamese
Hên Vietnamese Eatery,NJ,4.5,Vietnamese
Momoyama Ramen & Hawaiian BBQ,PA,4.5,Japanese
Cafe De Thai,NV,3.0,Thai
Makiman Sushi,NJ,4.0,Korean
Mikawa,PA,3.5,Chinese
LeDalat Vietnamese Cuisine,LA,4.0,Vietnamese
Mirchi Restaurant,NJ,3.0,Indian
Kimchi Guys - Washington University,MO,3.5,Korean
Banana Leaf Thai & Sushi Bar,FL,4.5,Thai
Jo Jo Place,PA,3.5,Chinese
Tawa Indian Cuisine,PA,3.0,Indian
Bangkok Cuisine South,NV,4.0,Thai
Bibi's House of Pho,FL,4.5,Vietnamese
Lakeside Chinese Deli,PA,4.5,Chinese
Indian Kitchen Lovash,PA,3.5,Indian
Cafe Japon,FL,3.5,Japanese
Izakaya Japanese Bar & Grill,IN,4.0,Japanese
Sushi Joy,ID,3.5,Chinese
Mikado Sushi and Steakhouse,NJ,3.5,Japanese
Clay Oven Indian Restaurant,IN,4.0,Indian
Kohana Japanese Restaurant,TN,3.5,Japanese
Yangtze Inn,PA,3.5,Chinese
Great Wall,IN,3.5,Chinese
Kawah Chinese Restaurant,NJ,3.5,Chinese
Hibachi's,TN,3.0,Chinese
Tiffin - Mount Airy,PA,3.0,Indian
Taste of Saigon,FL,4.0,Vietnamese
Yangzee,MO,3.0,Chinese
Xinying Chinese Restaurant,PA,4.0,Chinese
Anju Korean Gastrotruck,FL,4.5,Korean
Armani Chef,NV,2.5,Chinese
Kaiko Sushi Bar & Japanese Restaurant,FL,3.5,Japanese
Hong Kong,FL,3.5,Chinese
Udipi Cafe,FL,3.5,Indian
Pho Tan Phat Noodle House,NJ,4.0,Vietnamese
Hokkaido,PA,3.5,Thai
Old St Louis Chop Suey,MO,3.5,Chinese
Kyoto Japanese Restaurant,TN,3.5,Japanese
Sabir's Restaurant,PA,2.0,Indian
Teriyaki Madness,PA,2.5,Japanese
Luckie's Thai-Asian Cuisine,AZ,4.0,Thai
Asian Chao,IN,2.5,Chinese
North Star Eatery,FL,3.0,Vietnamese
Panda Express,ID,3.5,Chinese
Punk Wok,TN,4.5,Chinese
IOU Sushi III,AZ,4.0,Japanese
Fortune Express Chinese Restaurant,TN,4.0,Chinese
The Blue Elephant,PA,3.5,Thai
Haveli Indian Kitchen,FL,4.0,Indian
Ba Chi Canteen,LA,4.0,Vietnamese
Pho 88,IN,4.5,Vietnamese
Hawaiian BBQ,FL,4.0,Chinese
Sky Dragon,AZ,3.5,Chinese
China Dragon,FL,3.0,Chinese
Asian Spice,AZ,4.5,Chinese
Amy's China One,FL,4.0,Chinese
Souped Up Hotpot and Asian Bistro,PA,4.0,Korean
Green Mint Asian Grill,FL,4.0,Vietnamese
Margaret Kuo's Peking,PA,3.0,Chinese
Pho Country 2,NV,3.0,Vietnamese
Foodies Destination,LA,4.5,Korean
Sushi Japan,MO,3.5,Japanese
Taste of Curry,FL,4.0,Indian
Thai Hot Spot,FL,4.5,Thai
Taste of Asia,PA,4.0,Vietnamese
BluWave Sushi Bar & Grill,FL,4.0,Vietnamese
Pocha Pocha Korean BBQ,PA,1.5,Korean
Philly Roast Duck House,PA,4.0,Chinese
Bek Hee Restaurant,MO,3.5,Chinese
Yakitori Boy,PA,3.5,Japanese
Egg Roll House,LA,3.0,Chinese
Peter's Sushi & Thai,TN,4.0,Thai
Express Wok,PA,3.5,Chinese
Biryani Bowl,PA,4.0,Indian
Hunan Chinese Restaurant,IN,3.5,Chinese
Namese,LA,4.0,Vietnamese
Liu Garden,PA,3.5,Chinese
Café Soho,PA,4.0,Korean
CHKN & BBQ,PA,4.5,Korean
Wong's Take Out,PA,3.5,Chinese
Viet Tofu,PA,4.0,Vietnamese
Golden china,TN,3.5,Chinese
Green Garden,PA,2.5,Chinese
Kotatsu Restaurant,PA,3.5,Japanese
Panda Express,DE,2.5,Chinese
NoLaKorea Korean Restaurant,LA,4.5,Korean
Sushi Brothers,LA,4.0,Japanese
Jashan Indian Cuisine,IN,3.0,Indian
China Thai Cuisine,AZ,3.0,Thai
Ramen Bar,PA,3.5,Japanese
Happy Garden,PA,2.5,Chinese
Siam Pad Thai,TN,3.5,Thai
Fulin's Asian Cuisine,TN,3.5,Thai
Shogun Steakhouse of Japan,MO,3.0,Japanese
Little Chinese Kitchen,LA,3.5,Chinese
Jyoti Indian Bistro,PA,3.5,Indian
TT Skewer,PA,4.5,Chinese
Good Taste Chinese Restaurant,PA,4.0,Chinese
Chicken Seven,MO,4.5,Korean
Tobu Oriental Eatery,IN,1.5,Chinese
Secret Thai Restaurant,LA,4.5,Thai
Assi Plaza,PA,4.0,Korean
Chen's kitchen,PA,4.0,Chinese
China Gourmet,NJ,3.0,Chinese
Tànsuŏ,TN,3.5,Chinese
Golden Coast Chinese Restaurant,TN,2.5,Chinese
Bangkok Cafe,AZ,3.0,Thai
E Mei Restaurant,PA,4.0,Chinese
Panda Express,FL,2.5,Chinese
Thaitanium,IN,4.0,Thai
New Bombay Grill,PA,2.5,Indian
EatThai,IN,4.5,Thai
Peking Restaurant,NJ,3.5,Chinese
Mango Tree Bistro,PA,4.5,Thai
Bawarchi Biryanis,PA,3.5,Indian
Sweets & Curry House,PA,3.5,Indian
Fatman Kitchen,AZ,4.0,Chinese
Happy Dragon,IN,3.0,Chinese
Kurry Shack,PA,4.5,Indian
JooJoo Restaurant & Karaoke,MO,4.0,Korean
Years Asian Bistro & BBQ,AZ,3.0,Chinese
Ken Sushi & Asian Bistro,FL,4.5,Thai
Ochatto,PA,3.5,Chinese
New Wild Ginger,PA,3.5,Chinese
Heng's Thai Cuisine,PA,3.5,Thai
New China Court,PA,3.5,Chinese
Panda Express,AZ,2.0,Chinese
Maki-San,PA,4.0,Chinese
The Red Palace,LA,3.5,Chinese
Koba,PA,3.5,Korean
Yokozuna Teriyaki,ID,3.5,Chinese
Le's Baguette Banh Mi Cafe,LA,4.5,Vietnamese
Gokul Snacks & Sweets,MO,4.0,Indian
Pho Street,PA,4.5,Vietnamese
Mark Pi's China Gate,IN,3.5,Chinese
168 Chinese & Sushi,NV,4.0,Thai
Pho & Cafe Saigon,PA,3.5,Vietnamese
Kai Japanese Cuisine,PA,4.5,Japanese
Traditional Szechuan Restaurant,PA,4.0,Chinese
P.F. Chang's,FL,3.0,Chinese
China Garden,FL,4.0,Chinese
Joy Tsin Lau Chinese Restaurant,PA,3.0,Chinese
Pho Xe Lua Viet Thai Restaurant,PA,4.0,Vietnamese
Jefferson Chop Suey,MO,2.5,Chinese
Indian Cafe & Grille,PA,4.5,Indian
Kim's Noodle House,LA,3.5,Vietnamese
Wildflowers Garden Restaurant & Thai Corner,PA,3.0,Thai
Mikado Japanese Cuisine,NJ,4.0,Japanese
China Garden Restaurant,IN,4.0,Chinese
Five Star Restaurant,PA,4.0,Chinese
Beijing,LA,3.0,Chinese
el sabor mexican and chinese food,IN,5.0,Chinese
Wah-Gi-Wah,PA,3.5,Indian
The Blue Owl,CA,4.5,Thai
Peking Chinese Restaurant,FL,3.0,Chinese
New China,TN,4.0,Chinese
Sushi Express,LA,4.0,Chinese
Soong Thai Pinellas Park,FL,4.5,Thai
Aki Nom Nom Sushi & Ramen,PA,3.5,Japanese
Itsuki,CA,3.0,Japanese
J & W Bakery,MO,3.5,Chinese
Amazing Wok,NJ,4.5,Chinese
Sushi Bar & Hibachi Steakhouse,FL,3.5,Japanese
Hunan Wok,LA,4.0,Chinese
Dumpling House,DE,4.0,Chinese
Choi's Oriental Market,CA,4.5,Korean
Sakura Sushi Hibachi,FL,4.5,Japanese
Desi Village,PA,3.5,Indian
Mikado Thai Pepper Restaurant,PA,3.5,Thai
Token Ramen & Kung Fu Tea,FL,4.0,Japanese
Tokyo Buffet,IN,3.0,Japanese
China King,TN,3.5,Chinese
Taiko Bistro,PA,4.0,Vietnamese
China Wok,PA,3.5,Chinese
Kim's Restaurant,LA,2.5,Korean
Sai Gon 2,PA,3.5,Vietnamese
Okinii Modern Japanese,PA,4.0,Thai
Xiang Gourmet,PA,4.0,Chinese
VP Square,MO,4.5,Japanese
Asia Express,FL,2.5,Chinese
Ukiyo,IN,4.0,Japanese
Zenwich - St Louis,MO,4.5,Korean
WuWu,PA,3.0,Chinese
Token Ramen,FL,4.5,Japanese
Chada Thai Sushi & Pho,TN,4.0,Thai
Pei Wei Asian Diner,FL,3.0,Chinese
Wing's Restaurant,CA,3.5,Chinese
Empty Bowl Gourmet Noodle Bar,CA,4.5,Thai
Ying Hui Chinese Restaurant,NJ,3.5,Chinese
New China Star,TN,3.0,Chinese
Sala Thai Cuisine,IL,4.0,Thai
Thai Spice,TN,4.0,Thai
Hana Japanese Fusion,IN,4.5,Japanese
Maypop Restaurant,LA,4.5,Thai
BT To Go,FL,4.0,Vietnamese
Thai Esane  - Brentwood,TN,3.5,Thai
Panda Express,AZ,1.5,Chinese
Mei Hon,AZ,3.5,Chinese
Sushi Club,IN,4.0,Japanese
Thaihey Nola,LA,4.5,Thai
Hippot Shabu Shabu,PA,3.5,Chinese
Melody's Casual Vietnamese,PA,4.0,Vietnamese
Wok To Go,NJ,2.5,Chinese
Great Wall Chinese Restaurant,FL,4.0,Chinese
Signature India,MO,4.0,Indian
Canton 11,PA,3.5,Chinese
Chiang Mai Thai & Sushi Bar,FL,3.5,Thai
Yokohama Japanese Grill,TN,4.0,Japanese
Chong Fah Restaurant,MO,4.5,Chinese
Pho Kim Loan,LA,4.5,Vietnamese
Roku Sushi & Pho,IN,4.0,Vietnamese
Kin's Restaurant,IN,3.5,Chinese
Royal Orchid,FL,2.5,Indian
Tiparos Thai Restaurant,FL,4.5,Thai
Asian Corner,MO,4.5,Thai
Shun Cheong Chinese Restaurant,TN,4.0,Chinese
Year of the Dragon,MO,4.0,Chinese
Sanook Thai Cuisine,NJ,4.5,Thai
Your Choice,CA,4.0,Thai
Phoenix Restaurant,LA,3.0,Vietnamese
Kin,LA,4.5,Japanese
Sushi Hayashi,FL,3.5,Japanese
Thai Chili,NV,4.0,Thai
Korea House,LA,3.5,Korean
Thai Corner Cafe,NV,4.0,Thai
Simply Thai,NV,4.5,Thai
Rayaki - Glassboro,NJ,4.0,Japanese
Deeya Indian Cuisine,FL,3.5,Indian
Midtown Sushi and Ramen,MO,4.0,Japanese
Tum Nuk Thai,FL,2.5,Thai
Shogun Japanese Restaurant,FL,4.5,Japanese
Sansei Japan,FL,2.5,Japanese
Homey,IN,4.0,Japanese
China 1,FL,2.5,Chinese
Pho Nouveau,ID,4.0,Vietnamese
Number 1 Chinese Restaurant,PA,3.0,Chinese
Saigon Vietnamese Restaurant,CA,3.0,Vietnamese
@Ramen,PA,4.0,Japanese
Pacific Grill,FL,4.0,Korean
China King,IL,4.5,Chinese
China One,PA,3.0,Chinese
Jason's Cozyday,PA,4.5,Korean
Pho Mai,PA,4.0,Vietnamese
Bonjung Sushi & Korean BBQ,PA,4.0,Korean
A Taste Of Thai Cuisine,NV,4.0,Thai
Lemongrass Sushi & Thai,TN,3.5,Thai
China King,FL,2.5,Chinese
Cafe Masala,FL,4.5,Indian
Chopstick Express,FL,4.0,Chinese
Jin Cheng Chinese Restaurant,NJ,4.0,Chinese
Arusuvai at Norristown,PA,3.5,Indian
Phu Khang,NJ,3.5,Vietnamese
Shige Teriyaki,ID,3.0,Japanese
Shogun Japanese Steakhouse,IL,3.0,Japanese
Yummy Poki,TN,4.0,Japanese
House Of Wong,MO,3.5,Chinese
Hibachi Japanese Express,FL,4.0,Japanese
Siam Cuisine,TN,4.0,Thai
Umami Umami,PA,4.0,Japanese
Mala Town,CA,4.0,Chinese
Taki,TN,3.5,Japanese
No 1 Chinese,TN,4.0,Chinese
Sumo Sushi,NJ,4.0,Japanese
Hikari Sushi,PA,5.0,Japanese
China Buffet,TN,2.5,Chinese
Bistro BT,FL,4.0,Vietnamese
VietNam Style,MO,4.5,Vietnamese
No1 Chinese Restaurant,TN,3.0,Chinese
Kung Fu Tea,FL,4.0,Japanese
Bop,PA,3.5,Korean
Hot Wok,FL,3.5,Chinese
Hello Cafe,PA,4.0,Chinese
The Spicy Belly,PA,4.0,Korean
Hunan Asian Cuisine,DE,3.0,Thai
New China Super Buffet,AZ,2.5,Chinese
Panda Express,TN,2.5,Chinese
China Wok,NJ,3.5,Chinese
Lucky Palace Chinese Restaurant,ID,3.5,Chinese
Sushi Zona,AZ,4.0,Japanese
Sizzling Wok Thien Huong,IN,4.0,Vietnamese
China Moon,LA,3.5,Thai
Cafe India - Bakery and Cuisine,TN,4.0,Indian
Thai Chilli Pepper,FL,4.5,Thai
Bei Jing,PA,3.5,Chinese
Saigon Cafe,FL,2.0,Vietnamese
Sa Ri One Korean BBQ,FL,3.5,Korean
Tokyo Mandarin,PA,4.5,Chinese
Yum Yum Hot Pot AYCE,FL,4.5,Chinese
Palace at the Ben,PA,4.0,Indian
Orient Express,PA,3.5,Chinese
Unit Su Vege,PA,4.5,Chinese
Curry Leaf Indian Cuisine 2,NJ,4.0,Indian
Sushi Land,PA,3.5,Japanese
Eastern Kitchen & Sushi,FL,4.5,Thai
Hong Kong Diner II,NV,3.5,Chinese
Galanga Thai Restaurant,CA,3.5,Thai
No 1 China,PA,2.5,Chinese
Secret Birria,LA,3.5,Japanese
China Wok,MO,3.0,Chinese
Fu Star,LA,3.0,Chinese
Honest Indian Restaurant,TN,4.5,Indian
Mi 'N Tea,PA,4.5,Vietnamese
King Buffet,NV,2.0,Chinese
China Wok Restaurant,PA,4.5,Chinese
Thai Cafe,MO,3.5,Thai
Spice Indian Cuisine,ID,4.0,Indian
Pho 4 Seasons,PA,4.5,Vietnamese
Asian Cuisine,NJ,3.5,Chinese
Fresh Indian Grill,IN,4.5,Indian
Engimono Sushi,PA,4.0,Japanese
The Orient Chinese Restaurant,NJ,4.0,Chinese
Grand Wok,MO,3.5,Chinese
1225Raw Sushi and Sake Lounge,PA,3.5,Korean
Dim Sum Garden,PA,4.0,Chinese
Ooka Japanese Sushi & Hibachi Steakhouse,PA,3.5,Japanese
Cafe Couleur,PA,5.0,Vietnamese
Chun Lee Chinese Restaurant,LA,3.0,Chinese
Panda,MO,3.5,Chinese
China One,FL,3.5,Chinese
Happy Wok II,PA,4.0,Chinese
P.F. Chang's,TN,3.0,Chinese
Jing Jing Garden,FL,3.5,Chinese
Thai Singha House Express,PA,4.0,Thai
Miyako In Brentwood,TN,3.5,Japanese
Fresh Sushi Pho,AZ,4.0,Vietnamese
Michael's Chinese Kitchen,PA,4.0,Chinese
China Palace,CA,3.5,Chinese
Koba,FL,5.0,Thai
Sakura Japanese Restaurant,FL,3.5,Japanese
Spice Box,IN,4.0,Indian
Chi,NV,3.5,Chinese
Thai Singha House,PA,3.5,Thai
Khajuraho India,PA,3.0,Indian
Sushi Circle,TN,4.5,Japanese
Karen Thai Street Food,IN,4.5,Thai
New Garden Chinese Restaurant,ID,3.5,Chinese
Kalbi Asian Bistro,DE,3.5,Korean
Lost Love Lounge,LA,4.0,Vietnamese
Robongi,FL,3.5,Chinese
Old Gentilly Spicy Kitchen,LA,4.0,Chinese
Little Dragon Restaurant,NV,4.5,Vietnamese
Oriental Chop Suey,MO,3.0,Chinese
Shabu Shabu,TN,4.0,Japanese
China Wok,IL,4.0,Chinese
Ming River Chinese Restaurant,PA,3.0,Chinese
Sushi Club,IN,4.0,Japanese
Zheng's Garden,IN,3.5,Chinese
Indian Hut-Bensalem,PA,3.0,Indian
Super Bowl Pho,IN,3.5,Vietnamese
Toyosu Sushi & Poke,PA,5.0,Japanese
Chinatown Chinese Restaurant,PA,3.5,Chinese
House of Wong,MO,3.0,Chinese
Asia On the Parkway,PA,3.0,Thai
No.1 House,PA,2.0,Chinese
Kwan Ming,FL,4.0,Chinese
Twin Dragon,NV,3.5,Chinese
China House,NJ,4.0,Chinese
Grace House Restaurant,PA,3.5,Chinese
New Asia Chinese Restaurant,AZ,4.0,Chinese
House of biryani's & Kebabs,PA,3.0,Indian
Thai Ruby,FL,4.0,Thai
New Garden Chinese,PA,2.5,Chinese
Red Sun,IN,4.0,Japanese
Phans,PA,3.0,Vietnamese
Taste of India,FL,3.5,Indian
Duck Sauce,PA,3.5,Chinese
Sushi To Go,NJ,4.0,Japanese
The Basement East,TN,4.0,Vietnamese
Saigon Flavor,AZ,3.5,Korean
Bamboo Bistro,MO,3.5,Vietnamese
Saigon Noodle House,CA,3.0,Vietnamese
Pho Hoang Restaurant,FL,4.0,Vietnamese
China Palace,PA,3.5,Chinese
Kam Buffet,NJ,3.5,Chinese
Tokyo Grill,NV,3.0,Japanese
Sushi One,NV,4.0,Japanese
Shyan's Kitchen,LA,4.0,Indian
Sushi Garden,AZ,3.0,Korean
Airis Bar & Lounge,PA,1.5,Japanese
DA PAN,PA,3.5,Korean
Wooden Ladle Noodle Shop,FL,3.5,Japanese
Han's Chimaek,ID,5.0,Korean
Empire Buffet,PA,3.5,Chinese
Noodles & Company,IL,3.0,Chinese
Coreanos Philly,PA,4.0,Korean
China House,PA,3.0,Chinese
Peshwa,MO,3.5,Indian
Danlu,PA,3.5,Chinese
Asian Yummy House,FL,3.5,Thai
Pholicious,PA,2.5,Vietnamese
Le Viet Cafe,LA,2.5,Vietnamese
China Wok,NJ,4.0,Chinese
China Bay Restaurant,AZ,4.5,Chinese
Blue Fin Sushi &  Asian Cuisine,PA,3.5,Japanese
Zen Bento,ID,4.0,Japanese
Long's Gourmet Chinese Cooking,PA,3.0,Chinese
House of India,TN,4.5,Indian
Golden House Buffet  Chinese food,IN,2.0,Chinese
First Wok,IN,3.5,Chinese
The India Club,CA,3.5,Indian
Ronin,PA,4.5,Japanese
Richard's Nashville Cafe,TN,4.5,Chinese
Chopstix House,NJ,4.0,Thai
Pho T&N,TN,4.5,Vietnamese
Le Anh Chinese Food,PA,2.5,Chinese
Keson Thai Restaurant,FL,5.0,Thai
La Chinesca,PA,4.0,Chinese
China Wok,PA,2.0,Chinese
China 1,FL,3.5,Chinese
QQ Revolving,AZ,3.5,Japanese
Kingdom of Vegetarians Restaurant,PA,3.5,Chinese
Mari Mari,PA,4.5,Korean
Seattle Teriyaki,PA,4.5,Japanese
Noodle Kitchen and Market,FL,4.5,Thai
Far East Nashville,TN,4.0,Vietnamese
Chopsticks,FL,2.5,Chinese
Green Papaya Asian Bistro,PA,4.5,Thai
Plum Tree,FL,3.0,Chinese
Banh Mi Cali,PA,4.5,Vietnamese
Hibachi Japanese Steak House,DE,3.0,Japanese
Mr. Bubbles Cafe,LA,4.5,Vietnamese
Mandarin House Chinese Buffet,LA,2.5,Chinese
New Hope Tandoori Grill,PA,4.0,Indian
Namsan,PA,3.0,Korean
Cyclo Cafe,PA,4.0,Vietnamese
House of Thai,MO,4.0,Thai
Kaleisia Tea Lounge,FL,4.5,Vietnamese
Kobe Steaks Japanese Restaurant,TN,2.5,Japanese
Cherry Grill,NJ,2.0,Chinese
Bonzai Sushi Express,LA,4.0,Japanese
Noodles & Company,IN,3.5,Chinese
Happy Fish Sushi,ID,3.0,Japanese
Anis Hyderabad Restaurant,MO,4.0,Indian
Kampai Sushi,AZ,4.0,Japanese
Dinner Bell,NJ,4.5,Indian
Sarku Japan,AZ,3.0,Japanese
Chennai Corner,PA,3.5,Indian
Empress Palace,CA,3.0,Chinese
Lao Ma Tou,CA,3.5,Chinese
Sang Kee Noodle Bowl,PA,2.5,Chinese
The Real Lee Ahn,PA,2.5,Chinese
A Taste of Indiana,IN,4.5,Indian
Shumai Wok,PA,3.0,Thai
Shogun Steak House,IL,3.0,Japanese
Saffron Indian Kitchen,PA,4.0,Indian
Viet Bistro,IN,4.0,Vietnamese
Mandarin Grill,AZ,2.5,Vietnamese
Hibachi Grill & Supreme Buffet,NJ,3.0,Chinese
Jalsa Indian Cuisine & Jalsa Events,PA,4.0,Indian
Thai Kitchen - Florissant,MO,4.5,Thai
Dumpling King,CA,3.5,Chinese
Dragon King,LA,4.0,Chinese
Thai Thai,NJ,4.5,Thai
China King Restaurant,PA,3.5,Chinese
Yue Kee,PA,3.5,Chinese
Noodles & Company,IN,3.5,Chinese
King Siam Thai Cuisine,TN,5.0,Thai
Ho Wok Chinese Restaurant,FL,3.5,Chinese
Mama Pho,MO,3.5,Vietnamese
Hong Kong Sakura,NJ,4.0,Thai
Char's Thai,AZ,3.5,Thai
Asian Cafe,TN,3.0,Chinese
Chopstix Bistreaux Asian Cuisine,LA,4.0,Vietnamese
Hana Japanese Restaurant,TN,3.5,Japanese
Nara Hibachi,FL,3.5,Chinese
Dragon Phoenix Chinese,FL,2.0,Chinese
Queen Cuisine,PA,3.5,Chinese
Sushi Nami,PA,4.0,Japanese
Hunan Star,MO,3.5,Chinese
Joy Luck Noodle Bar,NV,3.0,Chinese
China Gate,FL,3.5,Chinese
Sukhothai Restaurant,FL,4.0,Thai
Panda Express,IN,3.0,Chinese
Great Garden,IN,4.5,Chinese
Mandarin House Chinese Buffet,LA,1.0,Chinese
Singleton's Mini Mart,LA,4.5,Vietnamese
Jia's Wok,NV,3.0,Chinese
Nine Spices Hot Pot,PA,3.5,Chinese
Dao's Tai Pan's,AZ,3.5,Korean
China Kitchen,FL,3.5,Chinese
Taj Mahal Curry,FL,4.0,Indian
Surah,PA,3.5,Korean
Osmay Delivery,FL,3.5,Chinese
White Elephant Restaurant,PA,4.0,Thai
Circles Headhouse,PA,3.5,Thai
Thai Kitchen Restaurant,IN,4.0,Thai
Best Food In Town Chinese Kitchen,NJ,2.5,Chinese
La Casa Mexicana,FL,4.0,Chinese
Dan Dan - Ardmore,PA,4.0,Chinese
Viet Pho,NJ,4.0,Vietnamese
Happy Garden Chinese Restaurant,NJ,3.5,Chinese
Saffron Indian Bar & Grill,ID,4.0,Indian
China One,NJ,3.5,Chinese
China Dragon,PA,3.5,Chinese
H Pho & Cafe,PA,4.5,Vietnamese
Uduppi Dosa House,PA,3.5,Indian
Tandoori Kabab,NJ,4.0,Indian
Seoul Fresh,IN,4.5,Korean
Panda Chinese Restaurant,PA,3.0,Chinese
Ichiban Sushi Bar Japanese Restaurant,MO,3.5,Japanese
Long River Chinese Restaurant,PA,2.0,Chinese
Banh Mi Boys,LA,4.5,Vietnamese
Funk Seoul Brother,TN,4.0,Korean
Xiandu Thai,PA,4.0,Thai
Royal India,PA,3.5,Indian
Anh Hong Pho & Cafe,PA,4.0,Vietnamese
China Wok,FL,3.5,Chinese
Stone Wok,PA,4.0,Chinese
Hinata Japanese Steakhouse and Seafood,FL,4.0,Japanese
China One,FL,3.5,Chinese
St. Louis Bubble Tea,MO,3.5,Chinese
China Fun Buffet,MO,3.0,Chinese
Fong's Chinese & Cantonese Restaurant,LA,3.0,Chinese
Tenno Japanese Restaurant & Sushi Bar,TN,3.0,Japanese
Fuji Asian,PA,4.5,Chinese
Lemongrass,AZ,4.5,Thai
East Gate Grocery,IL,4.5,Korean
Mallu Cafe & Catering,PA,3.5,Indian
Nagomi,PA,4.0,Japanese
Zushi,PA,4.0,Japanese
MIGA,PA,3.0,Korean
Muay Thai Mobile Kitchen,IN,4.0,Thai
Panda Express,ID,3.5,Chinese
Red Pepper,PA,4.5,Thai
Gateway To India,FL,4.5,Indian
Lil Thai Cafe,TN,4.5,Thai
Thai Chilli Pepper,FL,4.5,Thai
Ho Ho Choy,FL,3.5,Chinese
Zento Contemporary Japanese Cuisine,PA,4.0,Japanese
Martin's Indian Cuisine,FL,4.5,Indian
Jade Bistro,NJ,2.5,Chinese
Asuka Hibachi And Buffet,TN,3.0,Japanese
Shiquan Wonton,MO,4.5,Chinese
Pho Orchid Express,LA,4.0,Vietnamese
Asahi,PA,4.5,Japanese
Thai Lotus,NV,4.5,Thai
Thai Boat Restaurant,FL,4.5,Thai
Tea Garden Chinese Restaurant,PA,3.5,Chinese
Pho Ben City,PA,4.0,Vietnamese
Hong Hing Chinese Restaurant,DE,4.0,Chinese
China Grill Buffett,PA,2.0,Chinese
Golden China,PA,4.0,Chinese
Pei Wei Asian Kitchen,TN,3.0,Chinese
China Garden,MO,4.0,Chinese
China King,PA,3.0,Chinese
Happy Dragon,IN,3.5,Chinese
Sake Don Sushi Bar,LA,4.5,Japanese
Drunken Fish - Central West End,MO,3.5,Japanese
Sushi 88,TN,2.5,Japanese
Lemon Grass Thai Restaurant,PA,3.5,Thai
Kim Vu Restaurant,MO,2.5,Chinese
Sekushi on the Beach,FL,4.5,Chinese
India Gate,FL,2.5,Indian
Good Fortune,MO,3.5,Chinese
Sushikazu,PA,3.5,Japanese
Saigon Basil,TN,4.5,Vietnamese
Simply Thai & Sushi,TN,4.0,Thai
THAI Chili Pepper,FL,4.0,Thai
Ekta Indian Cuisine,PA,3.5,Indian
Kanno California Sushi Bar,LA,4.0,Chinese
One World Market,IN,4.5,Japanese
Top China,FL,3.5,Chinese
AM Asian Cuisine,TN,4.0,Chinese
Ono Bento Boise,ID,5.0,Japanese
Saffron Indian Kitchen,PA,4.0,Indian
Mei Ting Asian Fusion,PA,4.0,Chinese
Oki Sushi,PA,4.0,Japanese
New China Sushi Grill Buffet,AZ,2.5,Chinese
Fuzhou House,PA,3.0,Chinese
Aman's,PA,4.0,Indian
Dosi Rak,FL,4.5,Korean
Pho  Kietzke,NV,4.0,Vietnamese
Aroma Indian Cuisine,FL,4.0,Indian
Cafe Fuzion,TN,5.0,Korean
Tampopo 2,PA,3.5,Japanese
Lucky Dragon,NJ,3.5,Chinese
Forever,PA,4.0,Chinese
Da Chen Chinese Restaurant,PA,4.0,Chinese
Poke Bros,TN,4.0,Japanese
Win Hao,PA,4.0,Chinese
Kit-Chen,NJ,4.0,Vietnamese
Bywater Brew Pub,LA,5.0,Vietnamese
Royal Indian Cuisine,FL,4.0,Indian
Egg Roll Number 1,IN,4.5,Vietnamese
Don Chicken,PA,4.0,Korean
Chang's Chinese Fast Food 1,AZ,4.0,Chinese
Soho Sushi,FL,4.0,Japanese
Bang Bang Hibachi Grill & Sushi,TN,4.0,Japanese
Sake Japanese Cuisine,IN,4.0,Japanese
China Moon,TN,4.0,Chinese
Spice End,PA,3.5,Indian
Addie's Thai House,MO,4.0,Thai
Kurinji Indian Cuisine,PA,4.5,Indian
Shan Chuan,PA,4.0,Chinese
Viet Tokyo Cuisine,PA,4.5,Vietnamese
Oku,CA,4.0,Japanese
Bamboo House,TN,3.5,Chinese
O'Bento Sushi & Catering,PA,2.0,Japanese
Li's Asian Buffet,TN,2.5,Chinese
China House,PA,3.5,Chinese
Kimbo Oriental Cafe,FL,1.5,Chinese
Happi Wok,FL,3.5,Chinese
Mark Pi's China Gate,IN,3.5,Chinese
Panda Express,ID,3.0,Chinese
